Company Name,Tag Line,Rating,Review Count,Website,Profile Url,Logo Url,Is Verified,Min Project Size,Hourly Rate,Employee Count,Location,Service Focus Percentages,Origin Search Url
Synoptek. LLC.,Verified,5.0,2,https://r.clutch.co/redirect?analyticsjs=true&category=Managed+Service+Providers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=66013&from_page=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&is_sponsor=false&keyword=Managed+Service+Providers&location_id=124&no_click=1&page_canonical_id=1016012800000&page_location=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&page_number=0&page_type=directory&pid=66013&position=11&source=directory&trace_id=96c98b903cd9b0a3&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fsynoptek.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,https://clutch.co/profile/synoptek,,false,$50.000+,$150 - $199 / hr,1.000 - 9.999,Saint John. Canada,40% IT Managed Services; 25% Enterprise App Modernization; 20% Cloud Consulting & SI; 15% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Insight Global,Verified,,,https://r.clutch.co/redirect?analyticsjs=true&category=Managed+Service+Providers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=658000&from_page=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&is_sponsor=false&keyword=Managed+Service+Providers&location_id=124&no_click=1&page_canonical_id=1016012800000&page_location=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&page_number=0&page_type=directory&pid=658000&position=12&source=directory&trace_id=96c98b903cd9b0a3&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Finsightglobal.com%2F%3Futm_source%3Dclutch.co%26utm_medium%3Dreferral%26utm_campaign%3Ddirectory,https://clutch.co/profile/insight-global,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/d597a936eae86f8d2a4532ea7035a9c8.png,false,$1.000+,Undisclosed,1.000 - 9.999,Toronto. Canada,10% IT Managed Services; 10% AI Development; 10% BI & Big Data Consulting & SI; 10% Cloud Consulting & SI; 10% Custom Software Development; 10% Executive Search; 10% Recruiting; 10% Recruitment Process Outsourcing; 10% Staffing; 10% Web Design;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Hexaware Technologies,Verified,,,https://r.clutch.co/redirect?analyticsjs=true&category=Managed+Service+Providers&content_group=directory&debug_mode=false&event_category=visit_website&event_label=2454378&from_page=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&is_sponsor=false&keyword=Managed+Service+Providers&location_id=124&no_click=1&page_canonical_id=1016012800000&page_location=https%3A%2F%2Fclutch.co%2Fca%2Fit-services%2Fmsp%3Frelated_services%3Dfield_pp_sl_cloud_consult&page_number=0&page_type=directory&pid=2454378&position=13&source=directory&trace_id=96c98b903cd9b0a3&transport_url=https%3A%2F%2Fg.clutch.co&u=https%3A%2F%2Fwww.hexaware.com,https://clutch.co/profile/hexaware-technologies,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/0b2fcea41882dbe2500e7177449938e7_779544504673b2cb0e3932.jpg,false,Undisclosed,Undisclosed,10.000+,Mississauga. Canada,10% IT Managed Services; 10% Cloud Consulting & SI; 10% IT Strategy Consulting; 5% AI Consulting; 5% AI Development; 5% Application Management & Support; 5% Application Testing; 5% Back Office Outsourcing; 5% CRM Consulting and SI; 5% Custom Software Development; 5% Customer Service Outsourcing; 5% Cybersecurity; 5% Digital Strategy; 5% ERP Consulting and SI; 5% Enterprise App Modernization; 5% Finance & Accounting Outsourcing (FAO); 5% Generative AI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
GAM Tech,,4.5,2,,https://clutch.co/profile/gam-tech,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/a91ccb8e831a395bafcd38eff4c6f3a1.png,false,$1.000+,$150 - $199 / hr,10 - 49,Calgary. Canada,50% IT Managed Services; 35% Cybersecurity; 15% Cloud Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Dyrand Systems,,4.9,5,,https://clutch.co/profile/dyrand-systems,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/8762b3d49e9a1f327a3dc4e5bb3ce2b4.jpg,false,$10.000+,$150 - $199 / hr,10 - 49,Vancouver. Canada,60% IT Managed Services; 15% Cloud Consulting & SI; 15% Cybersecurity; 5% IT Strategy Consulting; 5% Unified Communications Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Connectability IT Support,,5.0,1,,https://clutch.co/profile/connectability-it-support,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/connectability_it_support_logo.png,false,$10.000+,$100 - $149 / hr,10 - 49,North York. Canada,55% IT Managed Services; 20% Cybersecurity; 15% Cloud Consulting & SI; 10% Other IT Consulting and SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Midas Tech,,5.0,7,,https://clutch.co/profile/midas-tech,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/6c32bd667b2c1c21420fce7c8ad00b05.jpg,false,$1.000+,$150 - $199 / hr,2 - 9,Richmond Hill. Canada,45% IT Managed Services; 20% Cybersecurity; 15% IT Strategy Consulting; 10% Cloud Consulting & SI; 10% Other IT Consulting and SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Cloud Forces,,4.9,7,,https://clutch.co/profile/cloud-forces,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/1c93dba71a52d00b79a024df37e3fd46.png,false,$1.000+,$50 - $99 / hr,2 - 9,Toronto. Canada,40% IT Managed Services; 40% Cloud Consulting & SI; 20% Cybersecurity;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Sure Systems,,5.0,3,,https://clutch.co/profile/sure-systems,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/8566bf131385d5babd9a3216b09a483f.png,false,$1.000+,$150 - $199 / hr,10 - 49,Calgary. Canada,80% IT Managed Services; 10% Cloud Consulting & SI; 10% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
PCX IT,,5.0,8,,https://clutch.co/profile/pcx-it,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/774a9fe3b20800d6dd239e2f4374b569_44006033066a160ad879a0.png,false,Undisclosed,$50 - $99 / hr,2 - 9,Toronto. Canada,40% IT Managed Services; 30% Cybersecurity; 20% Cloud Consulting & SI; 10% Unified Communications Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Simnet,,5.0,1,,https://clutch.co/profile/simnet,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/b8bae8525efc605cd032434dab0f66b3.jpeg,false,$50.000+,$300+ / hr,50 - 249,Whitby. Canada,20% IT Managed Services; 20% BI & Big Data Consulting & SI; 20% Cloud Consulting & SI; 20% Enterprise App Modernization; 20% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Axamit,,5.0,1,,https://clutch.co/profile/axamit-0,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/e6fc470e81aeaee504f30ef0a66a006d.png,false,$50.000+,$50 - $99 / hr,50 - 249,Montréal. Canada,10% IT Managed Services; 10% CRM Consulting and SI; 10% Cloud Consulting & SI; 10% Content Moderation Services; 10% E-Commerce Development; 10% ECM Consulting and SI; 10% ERP Consulting and SI; 10% Enterprise App Modernization; 10% IT Strategy Consulting; 10% Web Development;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Modis,,5.0,1,,https://clutch.co/profile/modis-1,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/fa0de15425332437bda9af3766db1c5d_0.png,false,$10.000+,$100 - $149 / hr,250 - 999,Toronto. Canada,10% IT Managed Services; 50% IT Staff Augmentation; 10% Cloud Consulting & SI; 10% Cybersecurity; 10% IT Strategy Consulting; 10% Other IT Consulting and SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Forward Security Inc.,,4.9,8,,https://clutch.co/profile/forward-security,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/1abd87aa7af098b4c38b0e69677f373c.png,false,$10.000+,Undisclosed,10 - 49,Vancouver. Canada,10% IT Managed Services; 45% Cybersecurity; 35% Application Testing; 10% Cloud Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Amanah Tech Inc.,,4.5,2,,https://clutch.co/profile/amanah-tech,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/2400ca5ee947845a21a92ac1ecb38640.jpg,false,$1.000+,$100 - $149 / hr,10 - 49,Toronto. Canada,50% IT Managed Services; 25% Cloud Consulting & SI; 25% Other IT Consulting and SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
SFY IT | Kelowna IT Services,,5.0,2,,https://clutch.co/profile/sfy-it-kelowna-it-services,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/a1e62676fbc4f78348852bf7bc04dc1d.png,false,Undisclosed,$100 - $149 / hr,2 - 9,Kelowna. Canada,50% IT Managed Services; 20% Cybersecurity; 15% Cloud Consulting & SI; 15% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
IT Partners Inc.,,5.0,2,,https://clutch.co/profile/it-partners-0-1,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/9a4508acc34f073174400e44c56c2038.jpeg,false,$1.000+,$100 - $149 / hr,10 - 49,Calgary. Canada,50% IT Managed Services; 30% Cybersecurity; 20% Cloud Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Nova DBA,,5.0,1,,https://clutch.co/profile/nova-dba,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/d29b3cb93dfaec2e6f3b369436d9491f.png,false,$1.000+,$100 - $149 / hr,10 - 49,Saint-Jean-sur-Richelieu. Canada,30% IT Managed Services; 20% Cloud Consulting & SI; 15% Other IT Consulting and SI; 10% Application Management & Support; 10% BI & Big Data Consulting & SI; 10% IT Strategy Consulting; 5% IT Staff Augmentation;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Altanora (formerly Malicis),,4.5,2,,https://clutch.co/profile/altanora-formerly-malicis,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/dd930dfaf2c0d92b42d375a0401c49bf.png,false,$10.000+,$100 - $149 / hr,50 - 249,Montréal. Canada,45% IT Managed Services; 30% Cloud Consulting & SI; 10% IT Strategy Consulting; 5% Cybersecurity; 5% IT Staff Augmentation; 5% Other IT Consulting and SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
PCe Solutions,,5.0,1,,https://clutch.co/profile/pce-solutions,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/logo_small-under100k.jpg,false,$1.000+,$100 - $149 / hr,2 - 9,Calgary. Canada,50% IT Managed Services; 30% Cloud Consulting & SI; 20% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Pilotcore,,3.9,5,,https://clutch.co/profile/pilotcore,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/b20ee4df0bf35e96a05fda80c353036a.png,false,$5.000+,$100 - $149 / hr,2 - 9,Ottawa. Canada,10% IT Managed Services; 25% Cloud Consulting & SI; 20% Compliance Consulting; 15% DevOps Managed Services; 15% IT Strategy Consulting; 10% Cybersecurity; 5% Application Testing;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Eyes Everywhere IT Consulting,,5.0,2,,https://clutch.co/profile/eyes-everywhere-it-consulting,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/2f68cba454d41ab286d4615543536257.png,false,$1.000+,$100 - $149 / hr,2 - 9,Vaughan. Canada,25% IT Managed Services; 25% Other IT Consulting and SI; 20% Cloud Consulting & SI; 20% Cybersecurity; 10% Custom Software Development;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
The ITeam,,4.8,5,,https://clutch.co/profile/iteam,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/clutch_15.png,false,$5.000+,$100 - $149 / hr,10 - 49,Calgary. Canada,25% IT Managed Services; 25% IT Strategy Consulting; 20% Cloud Consulting & SI; 20% Other IT Consulting and SI; 10% Cybersecurity;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
SyS Creations,,4.6,4,,https://clutch.co/profile/sys-creations,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/3cfe896abe28ce33cba05087335bdc92.png,false,$10.000+,$50 - $99 / hr,2 - 9,Burlington. Canada,30% IT Managed Services; 20% IT Strategy Consulting; 10% Cloud Consulting & SI; 10% Enterprise App Modernization; 10% IT Staff Augmentation; 10% Other IT Consulting and SI; 10% Unified Communications Consulting & SI;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
BeckTek,,4.9,8,,https://clutch.co/profile/becktek,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/becktek.png,false,$1.000+,$100 - $149 / hr,2 - 9,Riverview. Canada,40% IT Managed Services; 40% Cybersecurity; 10% Cloud Consulting & SI; 10% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
Fencecore,,4.8,6,,https://clutch.co/profile/fencecore,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/b20f408c2c4f05aabae0775eafae39f8_16403731546788339989add.png,false,$5.000+,$150 - $199 / hr,50 - 249,Montreal. Canada,25% IT Managed Services; 35% IT Strategy Consulting; 25% Cloud Consulting & SI; 15% Cybersecurity;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
iTBlueprint Solutions Inc.,,5.0,1,,https://clutch.co/profile/itblueprint-solutions,https://img.shgstatic.com/clutch-static-prod/image/scale/50x50/s3fs-public/logos/5a2a258ece3a82dba959f7fe8e829015.png,false,Undisclosed,Undisclosed,10 - 49,Vancouver. Canada,25% IT Managed Services; 25% Cloud Consulting & SI; 25% Cybersecurity; 25% IT Strategy Consulting;,https://clutch.co/ca/it-services/msp?related_services=field_pp_sl_cloud_consult
